text,sentiment
"@msaid_didu Ketua Demokrat: Yang Di PTIK Tanggal 8 Januari Itu Harun Masiku Bukan? “Kita ini negara G-20, pak. Bukan negara abal-abal,”  informasi mengenai keberadaan Harun Masiku sudah disampaikan sejak jauh hari. Bukan dua pekan pasca Harun kembali.   https://t.co/JIYdWjax7L",netral
@Luthfie999 Guyon mas bro biar seru gitu...drpd politik terus lho,netral
@01Hariyan @AnakKolong_ model2 bapak2 yg suka ribut2 politik di grup whatsapp keluarga nihh wkwk,netral
"@fathirahmah Mungkin petinggi nya org Yahudi, Dan ada tujuan politik terselubung di sana.  Cquawwk kwakk.",negative
Erick Tegaskan Penunjukan Yenny Wahid Bukan karena Kepentingan Politik https://t.co/DbXvZJjFOv,positive
@LoudyLuth @aagym Hihihi...jgn dulu nanggepi komen gua tong klau blm tau definisi politik praktis &amp; politikus... Ali ngabalin itu politikus kadernya/pengurus partai golkar...bukan tukang politik praktis kya @aagym,positive
Ini yang Ingin Diungkap dalam Panja Jiwasraya https://t.co/3FM0ueYPzR #vivanews,positive
"Lantik 38 Kepala Desa, Bupati Sampang; Kades Harus Punya Inovasi https://t.co/UGMfdWXruw https://t.co/wY9v1FtL61",positive
"Banyak warga FB bikin akun Twitter 🙈, mainnya gajauh jauh dr politik, agama, demo bersilit silit. Wqwq tak RaS i siji kebanyakan akun 2019 😚",negative
"@fmtoday Bkn Jauhi orang Cina yg sokong politik pecah belah shj tuan, org melayu, india, or apa² etnik yg sokong politik pecah belah patut dijauhi semua.",negative
"Ketua Demokrat: Dari Sudut Manapun, Menkumham Pantas Diberhentikan https://t.co/pTq5HPbF12",positive
"@collegemenfess Bener. Istilahnya hitung peluang, menurut gue. Hahaha. Dulu tahun 2005, Ilmu Politik belum booming dan aku memilih itu. Masuk, deh. 😂",netral
"@w_runturambi EKSPRESI POLITIK MILINEAL ...??? Maksud Looooooh....??? Ekspresi dari Kader Milineal Partai yg hanya Jual Slogan mau KAWAL UANG RAKYAT tapi  kenyataannya membiarkan Uang Rakyat di Rampok, di Maling &amp; di Rampas oleh Oknum2 yg ada didalam Lingkar Kekuasaan...???? 😇😇🙈🙈👎",negative
PKB senang dan Banggsa bisa menyambut Pimpinan Partai Politik dan Dunia dan bangga menjadi anggota CDI #PKB ⁦@AndresPastrana_⁩ ⁦@cakimiNOW⁩ https://t.co/Plgsph8L5g,positive
Jurnalis koordinator musik tapi bisa di rekrut jd jubir presiden dan jadi tokoh politik yang suara nya sangat lantang~ https://t.co/wrKM5wdETW,positive
@jokowi Wanti-wanti @prabowo Soal Penggunaan Anggaran https://t.co/wGEUtt6xCQ,positive
ah politik,netral
"Apakah orang yang berpandangan politik itu tidak dibolehkan?  Sangat dibolehkan  Yang gak boleh itu, berpandangan munafik.",positive
Lembaga keuangan syariah di Jatim siap memberikan pendanaan bagi pesantren binaan program One Pesantren One Product (OPOP) untuk melancarkan bisnisnya. #OnePesantrenOneProduct  https://t.co/nY1psBNhSq,positive
"Kata pribumi, dari bunyinya, sudah dapat dikira bahwa istilah ini berasal dari bahasa Sanskerta atau Jawa Kuna. Tulisan berikut ini khusus ditujukan untuk mengargumentasi istilah pribumi, dengan mengembalikannya ke makna asli #HLKompasiana https://t.co/eCCIsBcEKR",positive
@Bangzul__88 @makLambeTurah Itulah tipu2 politik ala kadal gurun hadromi Yamani yg ingin berkuasa di bumi pertiwi lagi aji mumpung cari dana segar ngibulin anggaran buat mengobati luka pecatan nya,negative
"Berpolitik santun adalah ttg bagaimana tersenyum,saling menyapa &amp; normatif. Politik ber-etika itu adalah tdk mencuri uang &amp; suara dlm pemilu.",positive
"ini dramanya bagus banget tapi apa di jepangnya ga dicekal? abis ada skandal2 politik dsb, gapapa? trus gue jawab,  ""gapapa bu, malah ini ratingnya bagus+mau dibikin s2-nya, lagian ga skandal doang kan pesan moralnya banyak juga."" ""hoo... ih kalo di indo mah udah 'abis' dah.""",positive
@dprddkijakarta Emang politik itu kejam...  Tidak ada kawan abadi... Yang ada kepentingan abadi... Kecuali Gerindra legowo kasih jatah PKS...,negative
Lah kok pansus yang diributin cuma Jiwasraya doang. ASABRI mah kaga. Lahkan sama2 kasus korupsi. Apa emang pansus cuma mainan politik aje? #jiwasrayadandemokrat   @sudirmansaid @MardaniAliSera @habiburokhman @jansen_jsp @D4tuk_T4mburin @RachlanNashidik @Ajeng_Cute16 @helmifelis https://t.co/IKdLk7b4NN,negative
PKB Sangat Senang dan Bangga bisa menyambut pimpinan Partai Politik di Dunia dan Bangga menjadi Anggota CDI.  #IDCCDI_PKB @idc_cdi @cakimiNOW @DPP_PKB @jokowi @Kiyai_MarufAmin @AndresPastrana_ @TonoEPP https://t.co/amT0jwI8sW,positive
Ga ada politik di saudi juga.  Pemerintah cuma jd badan pengawas cukup. Ga perlu mulai nyuntik2in ideologi https://t.co/rP15xse3gv,positive
"@Wilson_P535 @Grassland_26 @ruhutsitompul @aniesbaswedan Otak mu isinya porno,jadi ga usah bahas2 politik Ga bakal sampe ke sana isi otak kau itu https://t.co/CtbDqzm5GY",negative
"Agus Rahardjo Hingga Refly Harun Jadi Penasihat Kapolri, Prima: Komposisi Yang Bagus #PenasihatKapolri #RepublikMerdeka https://t.co/lQ6yIDrZuP",positive
"Presiden Parti Keadilan Rakyat (PKR), Datuk Seri Anwar Ibrahim tidak mahu masuk campur sebaliknya menyerahkan sepenuhnya kepada Lembaga Disiplin PKR bagi menentukan nasib Naib Presiden parti itu, Zuraida Kamaruddin.  #PKR #politik #Perlisian https://t.co/Ba7ntNCIys",positive
"#Kom7 Andi Y @Fraksi_PAN #sulsel2: Sains tidak boleh dikatikan dengan politik, ia merupakan cabang ilmu yang harus ditegakkan sendiri.",positive
"Soal Jiwasraya Dan ASABRI, Andi Arief: Yang Paling Bersalah Pemerintah 2014-2019 https://t.co/RHdmaLsk3n",negative
@mpuanon @lionsclubs Organisasi kemanusiaan tapi diurus simpatisan politik tertentu. dan parahnya norak..,negative
"Berdasarkan realita yang ada di rezim Jokowi saat ini, sang meneteri sendiripun sudah tidak tau batasan dirinya sebagai seorang pejabat publik 🤦‍♂️🤦‍♂️ https://t.co/pk3lGSdwRZ  @YasonaLaoly  @Kemenkumham_RI https://t.co/0IS2r3subq",negative
Terutama Indonesia ya @cakimiNOW https://t.co/1dqVxEd4s7,netral
Komisi III DPR Akan Cecar Yasonna Laoly Soal Harun Masiku https://t.co/W3P9YDVNts,positive
kalo secara politik mreka gatau mreka sedang membantu pengalihan isu.. https://t.co/90k5PgKvmb,netral
"@Uki23 Harapan kita melalui proses politik (pemakzulan),  mungkin belum ada kesepahaman diantara para anggota dewan di DPRD DKi",positive
"Simpang Siur Harun Masiku, Puan: Ceknya Ke Pak Menkumham https://t.co/Xa4kmVYG0M",netral
"Diduga Bohong Soal Harun, Lewat Petisi Jokowi Dituntut Copot Yasonna #HarunMasiku #PDIP #RepublikMerdeka https://t.co/Ut7dBpBcAm",positive
"@WikiDPR #Kom7 Andi Y @Fraksi_PAN #sulsel2: Sains tidak boleh dikatikan dengan politik, ia merupakan cabang ilmu yg harus ditegakkan sendiri",positive
"Iuran BPJS Kesehatan Naik, PKS: Apakah Pemerintah Masih Punya Nurani? #PKS #BPJS #RepublikMerdeka https://t.co/lH89dkFojf",netral
Gue emang cuma rakyat kecil yg ga paham politik tingkat atas (elit). Tapi gue bisa merasakan dampak dari kebijakan para elit politik tsb yg makin tdk berpihak ke rakyat kecil. Semoga ada solusi terbaik untuk semua ini.,positive
@vivanewscom @VIVAcoid Sebenarnya sudah jelas isi khotbah jumat itu mengajak pada ketaqwaan itu yg pokok gs usah ditambah masalah politik ngebahas nasionalisme radikalisme....,positive
@godamndaniel Tentang politik sama ekonomi sist wkwk,netral
"Siapapun orangnya.
Sungguh amat sangat tidak pantas seorang PEMBOHONG menjadi pejabat publik.
https://t.co/VVTuEr2pdS",negative
"@KatolikG yang jelas tahun ini tahun politik dan ""beliau"" mau nyalon bupati lagi",positive
Contoh model transparansi informasi politik (eh) https://t.co/gNlMnDjyMc,netral
"Pemimpin politik berlomba2 dengan rayuan manis dan bullshit, berusaha menduduki tampuk pemerintahan, yang berharap kekuasaan itu akan mendatangkan uang ke kantong pribadi, ataupun ke kantong golongannya. #TangkapHastoPDIP #BangsatBangsa",negative
"@ibftvone 
INDONESIA 
BUSINESS FORUM
SUBSIDI ELPIJI: DICABUT....,TIDAK?
- Hampir semua basis data di negara ini mengalami ketidakberesan.
- Jangan bermain politik untuk hal yang menyangkut hajat hidup orang banyak, rakyat.
- Tidak ada yang tepat sasaran di negeri ini.",negative
"Hi tweep. Maaf kalo gue akhir2 ini sering tweet soal politik. Ini krn gue resah sejak kebijakan2 pemerintah tdk berpihak pada rakyat kecil, seperti kenaikan iuran BPJS Kesehatan, rencana pencabutan subsidi elpiji tapi di satu sisi harga gas untuk industri dipaksa turun,",negative
"@ernasusantys @Ajeng__Cute16 @SusilawatiSisi2 @jansen_jsp @DODDI_F @macan_uTara @RaisaTjokrodnta @EPrioritas @DYS_yes @Pengamat_Eksis @biru_pecinta @p4dr1_chozan @Ch43_12udine @fietran Setiap komen perempuan ini selalu merasa jadi orang bijak, Dunia politik itu keras Nyonya, bahkan perlu perang melawan kedzoliman ! Untung nggak kepilih jadi Angleg nich !!",negative
@aarifimam Lebih baik beda pilihan politik daripada beda klub bola favorit,netral
@e100ss Gak onok hubungane ambek politik cuk.. Ojok di politisir,negative
"@kiymchi @goodboyidaman @fauzsr @Asknonym Cowo' kalo diatas jam segithu, suka ada yang merasuki. Sesama cowo aja kalo ngobrol, dari topik tentang politik, masyarakat, sosial dan akan berakhir pada selangkangan... Wkwkwkwk",netral
Gerindra: Pengakuan Ronny Sompie Pertegas Yasonna Laoly Harus Ditangkap https://t.co/mQpbE2dD81,positive
apalagi kalo bawa bawa politik,netral
"Oh ternyata Agama di mainkan ke Politik dapat Pemimpin kyak @aniesbaswedan yg #aniesgabisakerja ,...
Luar bias otak2 kadrun ini,.. https://t.co/RF464jFzmw",negative
"@detikcom Gpp mbak daripada berita isinya cuma politik, intoleransi, demo, korupsi😂",positive
@dw_indonesia @GermanAmbJaka Politik perdagangan sama politik lingkungan global colabs bisa tuh makul :))),netral
"@fadlizon Boleh saja mengkritisi lawan politik zonk,,, pilihan ente jgn lupa pula di kritisi, kek anies apa sudah benar belum kerjanya...biar berimbang zonk",negative
"@Bangzul__88 @wisanggeni_084 @tjhinfar21 @rubiavianto @gaplek_77 @naqsya77 @kendisdolong1 @Anindhita01 @boas65_wwn @Sayang16516144 Jika agama masih laku dijual utk pilkada,pileg dan pilpres maka jangan harap peristiwa2 spt Nenek Hindun tdk akan terulang,pd hal tdk seharusnya agama dijadikan komoditas politik hanya utk mencari jabatan.",negative
"@edcfess2 akuntansi, manajemen, EP, hukum, ilkom, HI, sosiologi, politik pemerintahan, dan masi banyak lagi nderr",netral
"Persekongkolan demi kekuasaan dan kekayaan saling sikut dan saling tebar pesona.. alih-alih punya kemampuan ternyata jeblok dan sangat merugikan rakyat. 
Nasib bangsa sedang dipertaruhkan..
Kepercayaan terhadap elit politik semakin hilang karena ulahnya.
https://t.co/HVZNq1OTZb",negative
@WahabisLokal Rasakan pembalasan dari politik agama sekarang jadi Korban php koalisnya sendiri,negative
"@Ch43_12udine @IAMadzkuri @Ajeng__Cute16 @jansen_jsp @DODDI_F @macan_uTara @RaisaTjokrodnta @EPrioritas @DYS_yes @Pengamat_Eksis @biru_pecinta @p4dr1_chozan @fietran Sulit mau diterjemahkn spt pikiran kita, krn faktanya di lapangan politik sgt dinamis.",netral
"@psi_id @TsamaraDKI @Uki23 @willsarana @AntoniRaja Dulu, Politik Anak2 Muda, identik dg Politik Perlawanan.
Sekarang, Politik Millenial, identik dg Politik Hipokrisi.
Slogan ""Anti Korupsi""
Kelakuan, Lawan @KPK_RI !!!
Dukung pengampunan untuk koruptor!!!
Gitu ya @dini_purwono ???
#hipokrit
https://t.co/Nd0lHxlV6r",netral
@bosedii2 @bobbykul13 @jjsengui @hasim_azzam @RisalahMuslimID @felixsiauw maaf hubungannya apa ya? ini akun dakwah bukan politik,netral
"sd: arsitek
smp: ilmu politik 
sma: d1 bea cukai stan
sekarang: lulus dari fisika tahun ini
apaan si nin https://t.co/RPUmSFdgeD",netral
@SusilawatiSisi2 @IAMadzkuri @Ajeng__Cute16 @jansen_jsp @DODDI_F @macan_uTara @RaisaTjokrodnta @EPrioritas @DYS_yes @Pengamat_Eksis @biru_pecinta @p4dr1_chozan @fietran Krn Pimpinan Partai Politik msh kurang pede..Seharusx Pusat n daerah itu hrs Linier dlm berkoalisi..,positive
@p_politik Selama tak ada FUI FPI HTI semua akan baik baik saja,positive
@slompret_melayu @kamilyusuf_ @kumparan Eak eak... Baca dlu om... Jangan kait2 kan ama politik.. Politik praktis itu jahat.. Budayakan membaca sebelum kita saling menghujat 👍,netral
"Kasian negeriku, yang korupsi pd di lindungin politik, partai,penjabat pd korupsi proyek dan lain2,yang bongkar korupsi di tindas,oh negeriku akan hancur akibat korupsi makin bertambah utang negeri, rakyat sengsara,ekonomi ga maju",negative
"Bergambar je punnnnn...Berlainan ideologi politik tidak bermakna kena buang kawan. Best friend plak tu.. Org bodoh je buat mcm tu.Nak bodoh, biar bodoh sorang-sorang. Jgn ajak org lain jadi bodoh mcm kome. Jadi matang plssssss!!!",negative
@TsamaraDKI @psi_id Kok bahas situasi Politik Indonesia ? Kan tdk ada wakil di DPR RI.Mestinya bahas situasi Politik DKI dong... baru ceng li,negative
Cuma pandangan org lain aja beda beda. Atau krn faktor setiap manusia yg sebenernya punya politik nya masing masing.,netral
"@motherofstar1 Saleb 88 lupa Dalam Politik TIDAK ADA musuh yg abadi Yg ABADI adalah Kepentingan Bersama Wong cilik Jangan tertipu oleh akrobat politik Sekaranglah saat nya Bersatu !! Karena yg merasakan Kenaikan BPJS Subsidi BBM, PLN , Pupuk &amp; LPG Yg dicabut Kita semua, Tanpa t'kecuali !!",positive
"Gak cuma bagi info ttg politik kok, tp bs berteman tnpa syarat.. ha ha hi hi bareng, lgkap dah di #LaskarBerbagi nya...terima kasih buat smua nyaa yg ud ijinin gabung ..#BerbagiKasih dimanapun n kapanpun dn ke siapapun https://t.co/GHZC9eu3jU",positive
Tidak..tidak..tidak...kejahatan masif...biarlah rakyat menyampaian aspirasinya dari hati nuraninya ..negara harus ada kontrol sosial..kontrol politik..kontrol hukum...kontol psikologi..kontrol anatomi kejahatan..kotrol psikologi...kontrol OTOPSI pelaku kejahatan berjamaah.. https://t.co/9tAewe7jlY,positive
"Tsun Zhu
serangan / perjuangan yang d lancarkan harus secara penuh dan tidak setengah2 jika ingin memenangkan peperangan
niccolo machiavelli, 
Dalam kitab nya ttap mengenakan yang nmnya perjuangan dengan bentuk strategi dan teknik politik nya untuk berkuasa
Berjuang - RNA",positive
"@bdgfess Ilmu politik, UB, sbmptn akumah",netral
"Lupakan perbedaan kontestasi politik yang sebelumnya, sekarang kita bersatu padu dan bekerja secara nyata
#IndonesiaUnggul #SandiagaUno #KaumMilenial #esportindonesia https://t.co/Jv82gficAd",positive
"@appurnamasarii Iya, selama masih membawa, menyebut, &amp; berbunyi islam bagi mereka akan terus memaksakan sesuai kehendak mereka, karena tingkat teologi mereka segitu. Disamping mungkin ada alasan lain misal politik atau supremasi",netral
"@IAMadzkuri @Ajeng__Cute16 @jansen_jsp @DODDI_F @macan_uTara @RaisaTjokrodnta @EPrioritas @DYS_yes @Pengamat_Eksis @biru_pecinta @p4dr1_chozan @Ch43_12udine @fietran Hubungan dlm politik itu on off..tdk ada kawan lawan abadi..di pusat kdg jd lawan, di daerah jd kawan dst dst.",netral
"Menurut Sandi, olahraga dan politik itu tidak terkoneksi secara langsung, harus kita pisahkan. Karena esport ini murni untuk peningkatan prestasi
#IndonesiaUnggul #SandiagaUno #KaumMilenial #esportindonesia https://t.co/AdtYzzdMdt",positive
@w_runturambi Buku politik porno,negative
"yah namanya usaha...usaha dodolan klaim2 jelang pemilu je Mas @rosiforqueen ;) 
tapi ku percaya Warga makin melek politik Mas apalagi liat aendiri atas kasus2 pejabat rangkap petugas partai hehehe https://t.co/cW7pTtOASS",netral
"@AlfarielArkan1 @do_ra_dong Ya iyalah masuk,nanti kalau di luar isinya panja cuma koalisi istana malah makin disetir kasud jiwasraya, tapi awalnya emang maunya pansus sama demokrat,tapi karena kalah jumlah ya aturannya jadi panja, ngerti ga sih tata negara dan politik? https://t.co/ZCOxk7ZluG",negative
@LuwitaEmilly878 Gajelas semua. Politik!!!!!!!!!!!!,negative
@_bje @budimandjatmiko Pada akhirnya tunduk juga pada kuasa oligarki. Padahal belio punya kharisma untuk bangun gerbong politik sendiri. Sayang sekali potensinya ga dimanfaatkan.,netral
"@wisnu_aj1 @ustadtengkuzul orang islam juga tau masjid tempat suci di larang buat politik apalagi buat radikal, ini mh udah kelihatan kepentingan para PKI",negative
"@SusilawatiSisi2 @Ajeng__Cute16 @jansen_jsp @DODDI_F @macan_uTara @RaisaTjokrodnta @EPrioritas @DYS_yes @Pengamat_Eksis @biru_pecinta @p4dr1_chozan @Ch43_12udine @fietran Bijak memang baik. Basically, Biru ketemu Merah selalu bertabrakan. Salah pilih sahabat dalam politik bisa merugikan. Contoh: Dulu Demokrat dukung seorang Capres. Berjuang luar-dalam, beradu otak dgn pihak lawan. Tapi di ending, si capres justru bersama si lawan. Kan ngehe.😤",negative
@FerdinandHaean2 Politik Undur Undur Wagub Sudah Terbaca Sejak Dini Hari Dari PHP Bukti Nyatakah ?,negative
"@EepSFatah...whew...lantas kerusakan sosial yang terjadi akibat penggunaan politik identitas keagamaan bagaimana cara memperbaiki nya, Ep? 😐 #speechless https://t.co/TJjvE3VvpD",positive
@jehadfaaza Maap jeh emang jurusan ane politik heheh,netral
"aku anaknya asik kok guys
bisa diajak ngomongin film, lagu favorit, konspirasi, politik dan banyak lagi yg bisa kita obrolin selain ngewe. elah.",negative
@bIacksvann iyaa aku kesel juga... kita emang negara berkembang tp dia gapantes ngomong gitu. tp untuk bawa bawa t*rump.. mending jgn? karena sangat bahaya kalo hub sama politik,positive
"@padliirij JAMAN JAMAN 2GB 250k TUH INTERET MODEM DAMAI BGT ASLI, GADA TUH RIBUT GRGR POLITIK ATO HOAX ATO APALAH.
TATA KRAMANYA MASIH ADA.",positive
"@tjapoengmerah @FohoBotRaiBot daku tdk heran sedikitpun. sesama muslim aja gak mau nyolatin gegara beda pilihan politik, apalagi dg agama lain.
kaum onoh emang emanjing😤",negative
Sosial politik ASEAN ni adakah masih stabil 5 tahun ke depan? 🤔,netral
"Kalau saya jadi PM la terus. Tubuhkan juru audit yang berkuasa menyoal siasat &amp; rampas harta semua ahli politik/pemerintah. Semua harta dari jalan batil, salah guna duit rakyat atau monopoli harta dirampas dan dipulangkan kepada rakyat. Ye, lepastu PM macam ni akan digulingkan. https://t.co/SIzR4oZYO7",negative
@WaluyaJoise @CH_chotimah Derita @aniesbaswedan &amp; Oknum2 Mafia Anggaran Pemda @DKIJakarta - @DPRD_jakarta yg Berkuasa pasca Pencerahab Politik Anggaran Ala @basuki_btp adalah Menghadapi Masyarakat Yg Kritis yg ditinggalkan @basuki_btp.,negative
@Falimbany2 @ganjarpranowo Hahaa haiyo ngunu wenak la wong kui politik e @BPJSKesehatanRI men do sek regullar,positive
Udah paling bener main game aja. Baca berita politik ujung2nya ngedumel.,negative
"Kereta gantung kota Ta'if.
Kota Ta'if bagian sejarah Nabi Muhammad yg menceritakan waktu itu Nabi Allah Muhammad mencari bantuan untuk menjalin hubungan bilateral politik dengan orang2… https://t.co/p3hY1A6Sfb",positive
"@CH_chotimah Dipastikan nasib nasdem akan sama dengan demokrat,, politik tanpa mahar bullshitt",negative
@AditiaP_07 Gak peduli mantan Jendral kena pekàra hukum ya harus di jalani. Kita mesti malu sama Bung Karno pendiri bangsa urusan politik aja pernah di penjarakan. Katanya mantan Jendral Kok Cengeng.,negative
HNW Tolak Omnibus Law Cipta Lapangan Kerja Jika Cabut Kewajiban Halal - https://t.co/EzvWuj59Se https://t.co/0RF4Jetp91,positive
@KompasTV @_SATUMEJA Justru sebelum di revisi UU.tindakan KPK ini sangat menghawatirkan .KPK dipakai oknum mafia KPK utk bermain politik kotor.tembang pilih kasus.tidak bener2 membasmi koruptor tapi bermain politik utk memenangkan politisi tertentu yg order.,negative
"@9aNEN_k0lak Dalam politik hari ini, kita tak tahu kemana kaki dan tangan politisi bergerak. Karena mereka berenang di kolam lumpur.",netral
Kerajaan” yg di buat mereka itu cuma pengalihan isu politik,negative
garomantis ngomongin politik,netral
Teras pendidikan adalah politik semula jadi https://t.co/XzzxswZsZH https://t.co/Tg98QWmR7f,netral
@TsamaraDKI @psi_id Situasi Politik indonesia ato jakarta??,netral
"POLITIK DINASTI JOKOWI &amp; KRONI
KATANYA PRO DEMOKRASI
BUKTINYA BANGUN DINASTI
@AnginGunung #AnginGunung https://t.co/W9Aghl1WjB",negative
"POLITIK DINASTI JOKOWI &amp; KRONI
KATANYA PRO DEMOKRASI
BUKTINYA BANGUN DINASTI
@Angingunung_411 #AnginGunung https://t.co/kfbj53s4CT",negative
"Mau bertanyaaaaaa, politik ln bebas aktif sm politik bebas aktif sama aja kannn?",netral
"@SusilawatiSisi2 @Ajeng__Cute16 @jansen_jsp @DODDI_F @macan_uTara @RaisaTjokrodnta @EPrioritas @DYS_yes @Pengamat_Eksis @biru_pecinta @p4dr1_chozan @Ch43_12udine @fietran Secara politik. Demokrat dan PDIP di tingkat pusat tak pernah bersahabat, sering berseberangan. Tapi di tingkat daerah, beberapa ada yg berkoalisi. ""Politic Companionship"", bisa saja asal adanya kesamaan ideologi. Tapi nyatanya 10 tahun pak SBY. Mereka (PDIP) yg paling cerewet.😒",negative
"Kata Mbah Tjo di ILC, demokrasi gak masuk akal. Saya koreksi ya, politik itu memang gak masuk akal. Dan hidup ini pula adalah politik. 
Memangnya rasional itu apa sih? Derrida bilang itu cuma logosentrisme.",negative
Menurut saya ada upaya menghalangi penyidik @KPK_RI untuk menangkap @66Hasto &amp; Harun Masiku di PTIK. Herannya @KPK_RI hanya diam. Bayangkan kalau tidak ada @tempodotco yg bongkar kebusukan oknum2 penegak hukum + partai politik maka kasus senasib Edy Tansil.,negative
"@za_zizou @Kesit_ @agungm0204 @TheArieAir @WR_4AG226 @WahabisLokal @CH_chotimah @cahyani90976469 @GHiugo @arianarosaline @yush_abubakar @Lady_Zeebo @Chaterinee_08 @BambangYoga6 @mantan_pacar_ @Takirosopo @silentreadeer @sabarriyadi @MahinFatavit @4Y4NKZ @________B1G_K4y @ichigotalks @ahmad_subana @JOINLampung @Nouna_jessica94 @ImperiumKnights @Aininoer12 @CINTAid_ @budiyono97 @So3daRNo @FuadRidwan10 @AtikahZahidah_ Dear @za_zizou 
Reply utas ini, buatlah kalimat inspiratif tentang apa saja, budaya, sosial, politik, atau ttg pak jokowi. promote beberapa temen jgn lupa hastag #programfolback cc @wisanggeni_084 @NadiaKu19 @ShantiSetiawati @_edysusanto @Gobang09791575 @31Duddy @bik_alik",positive
kita semua pemain politik di ranah yang berbeda ...,netral
"Kalo rakyat yakin gak....?? 
Yg Gak yakin bantu rt komen ya jangan lupa tagar
#KPK_BumerangMakBanteng #KPK_BumerangMakBanteng
https://t.co/SjzstEdVh2",netral
"@ibwengg Politik beng, tweet lu kan dah politikus bett",netral
"@ant_of_Ibrahim @sahaL_AS @na_dirs Gak usah jauh2 deh, lihat aja foto2 jadul ibu/nenek ente, pakai jilbab gak?
Spt semacam trend fashion 30 th belakangan ini aja. Typical orang Indonesia kan gitu, latahan, ikut2an. Bahkan oleh kel. Islam politik kira2 sejak 50th lalu sdh diarahkan mjd politik identitas. https://t.co/1mzAKcZ23c",negative
"Udah paling males berhadapan sama: haters, buzzer politik dan antivaxers. https://t.co/DiAxoGOoL8",netral
@YaoiClime Mari kita membahas tentang politik?,netral
"@ridwankamil Kedah na kang emil oge koreksi kunaon hal spt eta bs kajadian. Apakah sdh cukup sejahtera setiap keluarga d Jabar. Apakah mereka sdh dipenuhi hak"" hukum, politik, &amp; ekonomi nya?
Yu ah. Geura introspeksi.",netral
@gyuswoo biasa politik kantor wkwkwk,netral
tp aku pnya ideologi politik aku bkn macam ahli2 politik sekarang yg agak pundek,netral
"jangan berpikir gaada yang mau sama kamu. aku minat kok tanpa kamu buka jalur peminatan juga.
tapi 
1. aku tau diri kamu siapa, aku siapa
2. aku menghindari konflik 'politik' internal. semua circle perpolitikan aku benci kamu
3. emang kamu mau sama aku ? kan enggak",negative
"@hey_ainn Ye, bila dah hidup biasa susah, payah nk berubah sbb duk termakan hasutan politik. ""Dunia kena merana, baru akhirat bahagia"" BAPAK DIA😠 suka sangat tunggang agama. Memang benci giler politik. Bertanding atas nama agama, tapi pembangunan apa pun tak jalan 🙄🙄",negative
"Lupakan perbedaan kontestasi politik yang sebelumnya, sekarang kita bersatu padu dan bekerja secara nyata

#IndonesiaUnggul #SandiagaUno #KaumMilenial #esportindonesia https://t.co/eLNg6kOvkZ",positive
@dealinamaryata Bahas tentang politik dunia,netral
"Yasonna: Soal Tanjung Priok, Pernyataan Saya Diplintir #TanjungPriok #Yasonna #RepublikMerdeka https://t.co/bBKVZfN9or",negative
"Jangan Remehkan Kemampuan Cebong: Perspektif Big Data

https://t.co/eHFeOiqB1e

#BigData
#EvelloRiset https://t.co/kP10LQxWn3",positive
@NosePoreStrip @elHurryKoRn @heniunique @NaimaMaheswari Oab aib oab aib cuih . Yg dosa dia klo emang nyebar aibnya sendiri . Lah lu ngapa malah nambah2in dosa lu baca aib orang wkwk sana hus urusin aja urusan politik kaya di thread lau . Gausah masuk2 ke thread soal hati kaya gini ! Ga akan paham 🙂,negative
"Sebab obses politik,hilang kawan, tak boleh jadi menantu. Dihukum itu ini, dilabel bermacam lagi. Walhal politik ini dimana pihak sekalipun tetap selalu bersifat kotor.
Ada semudah kata guna dalil, ada pula sanggup bersekongkol dengan liberal dan pembenci agama kita,Semua sama🙂",netral
aku rasa nk masuk dalam bidang politik lah,netral
"Menurut Sandi, olahraga dan politik itu tidak terkoneksi secara langsung, harus kita pisahkan. Karena esport ini murni untuk peningkatan prestasi

#IndonesiaUnggul #SandiagaUno #KaumMilenial #esportindonesia https://t.co/UOMjXorWhh",positive
Sudding Duga Yasonna Coba Tutupi Keberadaan Harun Masiku https://t.co/od6CTIyb07,negative
"Semakin kacau negeri ini. Lekas sembuh Indonesiaku. Tujuan dr politik adalah mencari kekuasaan, begini jadinya kalo sudah dapat kekuasaan. https://t.co/A7OGCfdb0a",positive
"@fadelmikrom Itu, kaya mau naikin rating ga siii 🙃
Bahasan politik sekarang lg pada serem kali yaa
Atau mau ganti haluan jadi indonesian lawak club",netral
Pemprov Jateng Jamin Ketersediaan Blangko KTP-el https://t.co/TctpSgJHqu,positive
"Memasuki Tahun Politik, Gus Yazid Tak Lagi Tinggal di Rumah Dinas #IniKebumen https://t.co/ANm3KaQpo5",netral
"@hmetromy Bahaya utk rakyat jika lantik geng politik spt ini. Walaupun kwn mereka itu dgn nyata telah menyalahi perlembagaan parti, namun atas dasar persahabatan dia dipertahankan??",negative
"Pilihlah 1000 pemuda sekalipun jika MEMBISU ketika AGAMA dan BANGSAMU di hina kalian tetap TIDAK BERGUNA! 
#TanamPH
#BenciDAP
 https://t.co/ufxBh6LTVl",negative
Semua nya sudah di disain biar tidak belepotan kotoran apa tebak saja sendiri...indonesia sdh rusak tatanan hukum..politik..ekonomi...selama 6 tahun terakhir..semua di klaim hebat..biarlah rakyat yg menilai karena tidak berdaya...mana oposisi cari selamat dan ikut arus menenggela https://t.co/WNpqtzpwvc,negative
"Yang ketawa, aku blok!!!! 
 https://t.co/Iehdijumo8",netral
